question,answer
辞書で登録していた単語が消えた,"1.言語バー　の　ツール　＞　プロパティ　
2.辞書/学習　＞　修復
 以下、上記の手順で解決されなかった方
3.参照4.新しいファイル名（拡張子は　.dic）を　入力して開く
 また、使用している辞書ファイルをコピーして保存しておくことで
バックアップをとることが可能
 
もしもの為にバックアップをしておく事をお勧めします"
USBを使いたい,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBの使用方法を教えてください,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBを使用したいのですが,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBの使い方を知りたい,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
カメラや携帯や周辺機器を挿し込んですぐ使えるようにしたい,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBで挿したら自動的に使える方法が知りたい,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USB機器を初めて挿し込む際の注意事項が知りたい,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBを挿す場所,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBをさす場所,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBを使ってみたい,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBの使い方を知りたい,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBに保存したい,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
USBをどこに挿したらいいのかわからない,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
ＵＳＢの利用方法,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
ＵＳＢを使う方法,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
ＵＳＢをどうやって使うのか,"貸出用USBが情シスにございます。
使用方法はUSBを貸す際に手順書をお渡しするので
そちらをご参照下さい。"
情シスが遠隔操作する場合の事前準備（7）,"不具合、設定により情シスの操作が必要な場合に
以下手順の実施をお願い致します。
 
※社内LANに接続、電源の確保をお願い致します。
 
スタートをクリックし、検索欄で
「リモート」と入力します。
Windowsリモートアシスタンス　が出てくるので
クリックして実行して下さい。
 
信頼するヘルパーを招待します
 
この招待をファイルに保存する
 
表示されるパスワードと、保存したファイルを
メールで添付して情シスにご連絡下さい。"
情報システムがリモートで操作するために必要な準備,"不具合、設定により情シスの操作が必要な場合に
以下手順の実施をお願い致します。
 
※社内LANに接続、電源の確保をお願い致します。
 
スタートをクリックし、検索欄で
「リモート」と入力します。
Windowsリモートアシスタンス　が出てくるので
クリックして実行して下さい。
 
信頼するヘルパーを招待します
 
この招待をファイルに保存する
 
表示されるパスワードと、保存したファイルを
メールで添付して情シスにご連絡下さい。"
情シスがリモート操作する際の準備項目,"不具合、設定により情シスの操作が必要な場合に
以下手順の実施をお願い致します。
 
※社内LANに接続、電源の確保をお願い致します。
 
スタートをクリックし、検索欄で
「リモート」と入力します。
Windowsリモートアシスタンス　が出てくるので
クリックして実行して下さい。
 
信頼するヘルパーを招待します
 
この招待をファイルに保存する
 
表示されるパスワードと、保存したファイルを
メールで添付して情シスにご連絡下さい。"
遠隔操作をするために情シスが必要な準備,"不具合、設定により情シスの操作が必要な場合に
以下手順の実施をお願い致します。
 
※社内LANに接続、電源の確保をお願い致します。
 
スタートをクリックし、検索欄で
「リモート」と入力します。
Windowsリモートアシスタンス　が出てくるので
クリックして実行して下さい。
 
信頼するヘルパーを招待します
 
この招待をファイルに保存する
 
表示されるパスワードと、保存したファイルを
メールで添付して情シスにご連絡下さい。"
