id,question,answer_id,answer_body
1350477,販管　ログイン　出来ない,4515,"販管にログインが出来ないのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=234"
1350478,SAP　ログイン　出来ない,4515,"販管にログインが出来ないのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=234"
1350479,販管　ログイン　パスワード　忘れた,4515,"販管にログインが出来ないのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=234"
1350480,SAP　ログイン　パスワード　忘れた,4515,"販管にログインが出来ないのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=234"
1350481,無線を使用したい,4516,"無線の使用方法ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=14"
1350482,無線の利用,4516,"無線の使用方法ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=14"
1350483,akindo　利用　手順,4516,"無線の使用方法ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=14"
1350484,無線　設定　方法,4516,"無線の使用方法ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=14"
1350485,【Windows】販管を利用したい,4517,"Windowsで販管を利用したいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=30"
1350486,windows　販管利用,4517,"Windowsで販管を利用したいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=30"
1350487,windows　SAP　利用,4517,"Windowsで販管を利用したいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=30"
1350488,販管を利用したい　windows,4517,"Windowsで販管を利用したいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=30"
1350489,退職される方のGoogleドライブ上のデータについて,4518,"退職者のGoogleドライブデータについてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=427"
1350490,退職者　Googleドライブ,4518,"退職者のGoogleドライブデータについてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=427"
1350491,Windows10用PCセッティング手順,4519,"Windows10のPCセッティング手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=438"
1350492,Windows10　セッティング,4519,"Windows10のPCセッティング手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=438"
1350493,Windows10　設定,4519,"Windows10のPCセッティング手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=438"
1350494,Gmailの容量がいっぱいになりそう,4520,"Gmailの容量が枯渇しているとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=21"
1350495,Gmail　容量,4520,"Gmailの容量が枯渇しているとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=21"
1350496,【Windows10】無線LANを使用したい,4521,"Windows10での無線利用についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=437"
1350497,Windows10　無線LAN設定,4521,"Windows10での無線利用についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=437"
1350498,Windows10　無線　使い方,4521,"Windows10での無線利用についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=437"
1350499,Windows10　akindo,4521,"Windows10での無線利用についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=437"
